Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
EN_A13ADV,"Access 2010 - Advanced Skills",1,false,true,No Review,"Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",32,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_A13ADVT,"Access 2010 - Advanced Skills (30 min)",1,false,true,Timed 30min,"Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_A13BS,"Access 2010 - Basic Skills",1,false,true,No Review,"Questions for the beginner user of the Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",32,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_A13BST,"Access 2010 - Basic Skills (30 min)",1,false,true,Timed 30min,"Questions for the beginner user of the Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_A13ST,"Access 2010 - Standard",1,false,true,No Review,"Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_A13STT,"Access 2010 - Standard (30 min)",1,false,true,Timed 30min,"Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.",0,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCAA,"Accounting - Advanced Accounting (c)",1,false,true,Standard,"This test contains questions on advanced accounting topics such as taxes, auditing, financial accounting and accounting-related legal issues.",30,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCAC,"Accounting - Accountant (c)",1,false,true,Standard,"This test contains questions on common skills required by an accountant, such as accounts payable, accounts receivable, depreciation, inventory, terminology, and general accounting practices.",40,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCAP,"Accounting - Accounts Payable (c)",1,false,true,Standard,"This test contains questions on common knowledge and skills required by someone managing accounts payable including standard accounts payable concepts, procedures and calculations.",35,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCAR,"Accounting - Accounts Receivable (c)",1,false,true,Standard,"This test contains questions on accounts receivable skills, such as journal entries, identifying statement debits and credits, cash receipts, terms, early payment discounts as wells as terminology and general accounting practices.",23,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCBD,"Accounting - Business Documents (c)",1,false,true,Standard,"This test contains questions on understanding Business Documents, such as checks, invoices, statements, shipping notes, credit notes as well as creating invoices and posting journal entries.",35,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCBK,"Accounting - Bookkeeper (c)",1,false,true,Standard,"This test contains questions on bookkeeping skills, such as identifying statement debits and credits, reasonable recording, journal identification, disbursements, assets and liabilities, posting, terminology, and general accounting practices.",45,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCCA,"Accounting - Cost Accounting (c)",1,false,true,Standard,"This test contains questions on Cost Accounting, such as identifying Includable and Excludable expenses, deferred costs, as well as relevant terminology.",12,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCCB,"Accounting - Accounting and Bookkeeping (Canada) (c)",1,false,true,Standard,"This test contains questions on common knowledge and skills required by an accountant or bookkeeper working under Canadian rules and procedures for accounting.",44,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCCD,"Accounting - Credits and Debits (c)",1,false,true,Standard,"This test contains questions how various items would be classified when posted to an account, as a credit or a debit.",40,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCMA,"Accounting - Math Skills (c)",1,false,true,Standard,"This test contains questions on the most commonly used accounting math skills, such as calculations requiring addition, subtraction, multiplication, division, and percentages.",30,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCPA,"Accounting - Payroll (c)",1,false,true,Standard,"This test contains questions on Payroll skills including preparing and filing tax forms, calculating salaries, calculating employer contributions, journal entries as well as relevant terminology.",35,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCTA,"Accounting - Taxes (c)",1,false,true,Standard,"This test contains questions on the most commonly used accounting tax skills, such as payroll form identification, tax law, Medicare and Social Security withholding, and capital gains.",30,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AFCTE,"Accounting - Terminology (c)",1,false,true,Standard,"This test contains questions on common skills required by an accountant, such as accounts payable, accounts receivable, depreciation, inventory, terminology, and general accounting practices.",35,25 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AUTAS,"Shorthand - Accounting (Audio)",1,false,true,Audio,"Using pen and paper, examinees transcribe audio into shorthand. Examinees then type their own shorthand notes into the space provided on the computer screen.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AUTBS,"Shorthand - Business (Audio)",1,false,true,Audio,"Using pen and paper, examinees transcribe audio text into shorthand.  Examinees then type their own shorthand notes into the space provided on the computer screen.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,Information Technology,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AUTLS,"Shorthand - Legal (Audio)",1,false,true,Audio,"Examinees are asked to transcribe into shorthand a legal document that is read aloud, then type the document from their shorthand notes into the computer for automatic grading.",0,5 minutes,,,,,,,Clerical Office,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_AUTMS,"Shorthand - Medical (Audio)",1,false,true,Audio,"Examinees transcribe into shorthand a document containing medical terminology that is read aloud, then type the document from their shorthand notes into the computer for automatic grading.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_BKTKL,"Bank Teller - Teller Knowledge",1,false,true,Standard,"This test contains questions on common skills required by bank tellers, such as knowledge of banking products, proper banking procedures and issues related to security and fraud.",35,15 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_BKTST,"Bank Teller - Money Handling",1,false,true,Standard,"This test contains questions related to working with currency, checks and other items related to duties as a bank teller. Questions include interactive exercises in cashing checks, handling deposits, spotting fraudulent items and reconciling a cash drawer.",30,15 minutes,,,,,,,,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CALCO,"Call Center - Coding",1,false,true,Standard,"Examinees are asked to select the correct button on a telephone from a list of extensions, area codes, country codes and departments.",24,10 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CALCS,"Call Center - Service",1,false,true,Standard,"Call Center - Sales questions on topics such as how best to deal with dissatisfied customers, proper telephone skills as well as Call Center - Service techniques.",16,15 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CALDA,"Call Center - Data Analysis",1,false,true,Standard,"Examinees are shown various price charts and asked to determine which price would be charged for different scenarios.",20,15 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CALSA,"Call Center - Sales",1,false,true,Standard,"Call Center - Sales questions on topics such as sales strategies, features vs. benefits, needs vs. desires, closing a sale as well as effective sales techniques.",26,15 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CALTS,"Call Center - Telephone Skills",1,false,true,Standard,"Call Center ‰ÛÒ Telephone Skills questions on topics such as holding and forwarding calls, taking and leaving messages, telephone etiquette as well as telephone terminology.",30,15 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CHBNA,"Checking - Names (3min)",1,false,true,3min,"Examinees are asked to compare 2 sets of names and mark if they match or not.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CHBNU,"Checking - Numbers (3min)",1,false,true,3min,"Examinees are asked to compare 2 sets of numbers and mark if they match or not.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CHBST,"Checking - Standard (3min)",1,false,true,3min,"Examinees are asked to compare 2 sets of dates, addresses, names as well as words and phrases and mark if they match or not.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CLTPD,"Software Productivity",1,false,true,Standard,"An assessment that measures skill level with the features of Microsoft Office that enhance the productive use of Office applications (such as shortcut keys and productivity functions such as macros).",20,20 minutes,,,,,,,,Digital Literacy,,,,,,,,Microsoft Office Skills,,,Software Skills,,,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_COBLT,"Coding - Letters (3min)",1,false,true,3min,"Examinees are asked to select the correct abbreviation from a list of names, colors, departments, cities and chemicals.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_COBNU,"Coding - Numbers (3min)",1,false,true,3min,"Examinees are asked to select the correct button on a telephone from a list of extensions, area codes, country codes and departments.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_COBST,"Coding - Standard (3min)",1,false,true,3min,"Examinees are asked to select the correct abbreviation from a list of extensions, departments, names, colors, cities and chemicals.",0,3 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_CPPST,"C++ Test - Standard",1,false,true,Standard,"Questions covering beginner tasks using the programming language C++ using a simulated programming environment.",22,20 minutes,,,,,,,,,,,,IT Skills,,,,,,,,,,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Programming Skills,,,,,,,,,,,,,,,,,
EN_CSTST,"C Test - Standard",1,false,true,Standard,"Questions covering beginner tasks using the programming language C using a simulated programming environment.",24,20 minutes,,,,,,,,,,,,IT Skills,,,,,,,,,,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Programming Skills,,,,,,,,,,,,,,,,,
EN_DL4CPF,"Digital Literacy 2012 - Computing (F)",1,false,true,Standard,"Questions covering topics such as PC components (mouse, monitor, printers), data storage devices (DVD, CD, Flash drives), ports (keyboard, monitor, printer) and general operation of operating systems and software. Includes MS Office 2010 and Windows 7 simulations.",34,20 minutes,,,,,,,,Digital Literacy,,,,,,,,,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_DL4ESF,"Digital Literacy 2012 - Essentials (F)",1,false,true,Standard,"This test measures ability to utilize computer hardware and software including the ability to identify important hardware components, use of the computer operating system, perform common application functions, and use email and browsing applications.",40,20 minutes,,,,,,,,Digital Literacy,,,,,,,,,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_DL4INF,"Digital Literacy 2012 - Internet (F)",1,false,true,Standard,"Questions covering topics such as applications (internet browsing, sending and receiving email) as well as terminology and general computing concepts.",34,25 minutes,,,,,,,,Digital Literacy,,,,,,,,,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_DL4SSF,"Digital Literacy 2012 - Software Skills (F)",1,false,true,Standard,"Questions covering topics such as file management, system maintenance, commonly used features of Windows and Windows-based applications as well as terminology and general computing concepts.  Includes MS Office 2010 and Windows 7 simulations.",28,15 minutes,,,,,,,,Digital Literacy,,,,,,,,,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_DV2AD,"DeltaView 2.81 - Advanced Admin",1,false,true,Standard,"This test assesses an examinees skill with the DeltaView document management application.",28,20 minutes,,,,,,,,,,,,,Legal,,,,,,Software Skills,,Banking/Finance,,,,,Legal Services,,,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,DeltaView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
